Geneid,Ctr_s1,Ctr_s2,Ctr_s7,Ctr_s13,RS_s6,RS_s9,RS_s12,RS_s16
ENSG00000244730,0,0,0,0,0,0,0,0
ENSG00000144619,0,0,0,0,0,0,0,0
ENSG00000068001,322,650,385,838,469,205,443,627
ENSG00000274387,0,0,0,0,0,0,0,0
ENSG00000241367,0,0,0,0,0,0,0,0
ENSG00000186451,0,0,3,6,0,0,0,2
ENSG00000271937,0,0,0,0,0,0,0,0
ENSG00000239383,0,0,0,0,0,0,0,0
ENSG00000169855,797,4343,1034,1533,1885,589,785,2051
ENSG00000231280,0,0,0,0,0,0,0,0
ENSG00000226017,0,0,1,0,0,0,1,0
ENSG00000272360,0,0,1,2,0,0,0,0
ENSG00000173421,10,74,76,35,89,0,21,14
ENSG00000213450,0,2,0,2,0,0,2,0
ENSG00000243422,3,1,4,0,0,1,4,1
ENSG00000241593,0,3,1,2,3,0,0,0
ENSG00000011198,413,604,446,471,438,288,651,476
ENSG00000132182,2,0,2,0,2,1,2,0
ENSG00000286329,2,15,7,5,0,12,10,10
ENSG00000244281,0,0,0,0,0,0,0,0
ENSG00000182921,0,0,0,0,0,0,0,0
ENSG00000223797,11,31,12,12,19,6,16,11
ENSG00000240752,0,0,0,0,0,0,0,0
ENSG00000144677,692,414,685,463,308,329,433,199
ENSG00000162267,0,1,1,4,1,2,4,1
ENSG00000163935,101,33,120,53,92,63,83,13
ENSG00000179934,0,0,0,0,0,0,0,0
ENSG00000244183,0,0,0,0,0,0,0,0
ENSG00000230698,0,0,0,0,0,0,0,0
ENSG00000283434,0,0,0,0,0,0,0,0
ENSG00000185008,1,3,0,3,34,0,0,3
ENSG00000242911,0,0,0,0,0,0,0,0
ENSG00000240404,0,0,0,0,0,0,0,0
ENSG00000281392,1,7,5,6,16,5,2,3
ENSG00000189002,0,0,0,0,0,0,0,0
ENSG00000271174,0,0,0,0,0,0,0,0
ENSG00000243715,0,0,0,0,0,0,0,0
ENSG00000151276,525,439,548,459,334,450,957,855
ENSG00000239767,0,0,0,0,0,0,0,0
ENSG00000114738,748,695,640,941,393,420,534,482
ENSG00000226360,28,29,21,27,13,10,12,10
ENSG00000226621,0,0,0,0,0,0,0,0
ENSG00000113966,140,266,146,144,132,89,154,129
ENSG00000206538,818,533,871,290,882,1085,1814,367
ENSG00000114480,2468,3643,2794,3116,2719,2622,3802,2807
ENSG00000223409,0,0,0,0,0,0,0,0
ENSG00000243295,0,1,0,0,0,0,0,1
ENSG00000240951,0,0,0,0,0,0,0,0
ENSG00000239699,0,0,0,0,1,0,0,0
ENSG00000243877,0,0,0,0,0,0,0,0
ENSG00000240573,0,0,0,0,0,0,0,0
ENSG00000088538,18,33,15,35,17,14,14,69
ENSG00000277855,0,1,1,0,0,1,0,1
ENSG00000172986,171,188,240,252,283,79,228,271
ENSG00000241111,0,0,1,0,0,0,0,2
ENSG00000242705,0,0,0,0,0,0,0,1
ENSG00000277746,0,0,0,0,0,0,0,0
ENSG00000237456,0,1,0,0,0,0,0,0
ENSG00000153558,133,176,133,145,142,129,182,158
ENSG00000248839,0,0,0,0,0,0,0,0
ENSG00000234158,0,0,0,0,0,0,0,0
ENSG00000239572,0,0,0,1,1,0,0,1
ENSG00000239959,0,0,0,0,0,0,0,0
ENSG00000164077,143,210,167,203,184,114,186,195
ENSG00000114541,39,4,24,45,6,6,4,7
ENSG00000271137,0,0,0,0,0,0,0,0
ENSG00000270739,0,0,0,0,0,0,0,0
ENSG00000242960,5,10,5,12,30,9,18,8
ENSG00000187492,0,0,2,0,2,4,2,2
ENSG00000279658,0,0,0,0,0,0,0,0
ENSG00000229572,0,0,0,0,0,0,0,0
ENSG00000271858,0,0,0,1,0,0,0,0
ENSG00000242516,55,58,182,67,13,5,109,62
ENSG00000226845,0,0,0,0,0,0,0,0
ENSG00000272573,0,0,0,0,0,0,0,2
ENSG00000168036,3420,4365,3937,4304,3743,1959,3227,3385
ENSG00000272149,0,0,0,0,0,0,0,0
ENSG00000174839,233,285,291,349,130,130,169,124
ENSG00000157445,1,3,0,1,4,0,2,1
ENSG00000244681,0,0,0,0,4,0,0,0
ENSG00000244464,0,0,0,0,0,0,0,0
ENSG00000241319,0,0,0,0,0,0,0,0
ENSG00000250750,0,0,0,0,0,0,0,0
ENSG00000213439,0,0,0,0,0,0,0,0
ENSG00000163618,39,29,4,140,289,67,16,66
ENSG00000241095,2,2,0,0,2,0,2,1
ENSG00000163376,54,95,56,245,71,42,48,70
ENSG00000272305,0,1,1,1,6,2,5,0
ENSG00000243974,2,3,0,0,3,0,0,1
ENSG00000271671,0,0,0,0,0,0,0,0
ENSG00000144744,715,1070,731,947,640,389,541,633
ENSG00000243694,0,4,0,0,1,0,1,10
ENSG00000242094,1,0,1,0,1,0,0,1
ENSG00000173769,0,0,0,0,0,0,0,0
ENSG00000244222,0,0,0,0,0,0,0,0
ENSG00000244653,0,0,0,0,0,0,0,0
ENSG00000241293,1,0,0,0,0,0,0,0
ENSG00000238138,0,0,0,0,0,0,0,0
ENSG00000239440,0,0,0,0,0,0,0,0
ENSG00000242190,0,0,0,0,1,1,1,0
ENSG00000121440,320,1283,203,325,607,177,226,429
ENSG00000287053,1,3,0,0,2,0,0,3
ENSG00000249474,0,0,0,0,0,0,0,0
ENSG00000241776,0,0,0,0,0,0,0,0
ENSG00000288004,0,0,0,0,0,0,0,0
ENSG00000261292,0,0,0,0,0,0,0,0
ENSG00000214560,0,0,0,0,0,0,0,0
ENSG00000251172,0,0,0,0,0,1,0,0
ENSG00000080819,384,480,493,507,299,302,482,390
ENSG00000244383,0,0,0,0,0,0,0,0
ENSG00000168309,4,0,10,147,2,2,2,25
ENSG00000286567,0,0,0,0,0,0,0,0
ENSG00000240255,0,0,0,1,0,0,0,0
ENSG00000227124,50,56,66,41,51,34,47,53
ENSG00000272202,2,0,1,0,1,0,0,0
ENSG00000287567,0,0,0,0,0,0,0,0
ENSG00000064225,37,63,82,133,62,21,51,64
ENSG00000242009,0,0,0,0,0,0,0,0
ENSG00000234629,2,1,1,2,0,0,0,1
ENSG00000278934,10,29,9,11,24,11,2,5
ENSG00000163378,427,865,542,1223,429,227,461,787
ENSG00000242828,3,1,2,0,0,1,0,0
ENSG00000239997,0,0,0,0,0,0,0,0
ENSG00000172971,1,0,2,0,0,0,1,1
ENSG00000240241,0,0,0,0,0,0,0,0
ENSG00000241018,0,0,0,0,0,0,0,0
ENSG00000271389,0,0,0,0,0,0,0,0
ENSG00000271034,0,0,0,0,0,0,0,0
ENSG00000270059,2,1,1,0,0,0,1,1
ENSG00000244203,0,0,0,0,0,0,0,0
ENSG00000170854,344,461,394,394,272,195,302,242
ENSG00000242195,0,0,0,0,0,0,0,0
ENSG00000243794,0,0,0,0,0,0,0,0
ENSG00000272710,0,0,0,0,0,0,0,0
ENSG00000244674,0,0,0,0,0,0,0,0
ENSG00000240476,58,126,27,39,34,24,30,103
ENSG00000241218,0,0,0,0,0,0,0,0
ENSG00000242365,0,0,0,0,0,0,0,0
ENSG00000286447,0,0,0,0,0,0,0,0
ENSG00000241622,1,0,0,0,0,0,1,0
ENSG00000242586,0,0,0,0,0,0,0,0
ENSG00000243089,0,0,0,0,0,0,0,0
ENSG00000241158,0,0,0,0,3,0,0,0
ENSG00000240809,8,7,10,18,10,8,12,9
ENSG00000282527,0,0,0,0,0,0,0,0
ENSG00000163938,1012,2141,1288,1269,1104,552,934,865
ENSG00000244026,144,193,128,146,131,71,82,104
ENSG00000282912,0,0,0,0,0,0,0,0
ENSG00000241532,0,1,0,0,0,0,0,0
ENSG00000269028,2,0,1,3,0,0,0,3
ENSG00000240135,0,0,1,0,0,0,1,0
ENSG00000287158,0,0,0,0,6,0,0,0
ENSG00000044524,32,10,6,24,0,3,1,3
ENSG00000081148,6,3,4,4,5,4,4,11
ENSG00000286516,0,0,0,0,0,0,0,0
ENSG00000235156,0,0,0,0,0,0,0,1
ENSG00000288105,0,0,0,0,0,0,0,0
ENSG00000273374,0,1,0,1,0,1,1,2
ENSG00000270562,2,1,3,0,4,2,1,4
ENSG00000242145,0,0,0,0,0,0,0,0
ENSG00000144747,798,1678,887,941,796,460,781,828
ENSG00000251088,0,0,0,0,0,0,0,0
ENSG00000239586,0,0,0,0,0,0,0,0
ENSG00000239226,0,0,0,0,0,0,0,0
ENSG00000271024,0,0,0,0,0,0,0,0
ENSG00000243296,0,0,0,0,0,0,0,0
ENSG00000272690,3,2,2,3,3,1,1,2
ENSG00000243547,26,29,28,32,27,12,12,12
ENSG00000249580,0,0,0,0,0,0,0,0
ENSG00000183185,0,0,0,0,0,0,0,0
ENSG00000285614,0,0,0,1,0,0,0,0
ENSG00000003756,667,719,673,695,477,372,467,473
ENSG00000244048,1,0,0,1,0,0,0,0
ENSG00000288557,8,35,0,19,12,4,6,23
ENSG00000282511,0,0,0,0,0,0,1,0
ENSG00000243195,0,0,0,0,0,0,0,0
ENSG00000243635,0,0,0,0,0,0,1,0
ENSG00000241328,0,0,0,0,0,0,0,0
ENSG00000196098,0,0,0,0,0,0,0,0
ENSG00000244461,0,0,0,0,0,0,0,0
ENSG00000036054,1011,1133,1129,892,884,710,923,848
ENSG00000154174,1421,1806,1698,1600,1295,773,1302,1316
ENSG00000240309,0,0,0,0,0,0,0,0
ENSG00000285780,0,0,0,0,0,0,0,0
ENSG00000138468,210,185,226,201,94,98,137,108
ENSG00000240827,0,0,0,0,0,0,0,0
ENSG00000057019,17923,57392,20360,19230,22621,12990,29637,30964
ENSG00000242641,0,0,0,0,0,0,0,0
ENSG00000241305,0,1,0,0,0,0,0,0
ENSG00000242573,1,0,0,1,0,0,0,0
ENSG00000184220,249,317,372,343,216,138,182,180
ENSG00000241884,0,0,0,0,0,0,0,0
ENSG00000242781,0,9,2,0,0,1,3,4
ENSG00000244652,0,0,0,0,0,0,0,0
ENSG00000114021,431,573,409,633,546,276,461,433
ENSG00000277000,0,0,0,0,0,0,0,0
ENSG00000144815,472,751,401,626,762,373,497,594
ENSG00000255423,14,14,8,12,3,2,4,3
ENSG00000236691,0,0,0,0,0,0,0,0
ENSG00000114423,489,877,768,594,603,395,867,434
ENSG00000285635,0,0,0,0,0,0,0,0
ENSG00000239801,0,0,0,1,0,0,1,0
ENSG00000243188,0,0,0,0,0,0,0,0
ENSG00000249274,2,4,3,2,1,0,6,4
ENSG00000241787,0,0,0,0,0,0,0,0
ENSG00000287682,0,0,0,0,0,0,0,0
ENSG00000206535,48,63,45,32,24,11,25,10
ENSG00000273125,1,1,0,1,1,0,1,1
ENSG00000240034,0,0,0,0,0,0,0,0
ENSG00000250562,0,0,0,0,0,0,0,0
ENSG00000080224,0,0,0,0,2,0,0,1
ENSG00000242770,0,0,0,0,0,0,0,0
ENSG00000241754,0,0,0,0,0,0,0,0
ENSG00000176243,0,0,0,0,0,0,0,0
ENSG00000239589,0,0,0,0,1,0,0,0
ENSG00000004838,11,5,9,3,4,4,4,3
ENSG00000214407,0,1,1,0,0,0,0,0
ENSG00000144821,113,80,139,20,17,178,48,5
ENSG00000153266,0,0,0,0,0,0,0,0
ENSG00000163617,49,55,39,54,46,30,36,34
ENSG00000164082,0,0,0,1,0,2,1,0
ENSG00000138472,0,0,0,0,0,0,0,0
ENSG00000241815,0,0,0,0,0,0,0,0
ENSG00000239388,5,4,4,7,7,3,1,3
ENSG00000218754,0,0,0,0,0,1,1,0
ENSG00000174844,0,3,3,0,1,3,4,3
ENSG00000144802,402,2737,142,1522,1928,506,523,2198
ENSG00000234737,0,0,2,0,0,0,0,0
ENSG00000080200,426,559,447,421,346,296,328,367
ENSG00000144810,2440,2171,1642,2544,3838,1816,2909,4627
ENSG00000243696,6,4,8,3,1,1,5,2
ENSG00000281691,0,1,4,3,0,0,3,0
ENSG00000272597,0,0,0,0,0,0,0,0
ENSG00000287378,4,2,7,3,5,5,3,4
ENSG00000178660,0,1,0,1,1,2,0,0
ENSG00000163608,466,601,547,551,486,355,482,363
ENSG00000230618,0,0,0,0,0,0,0,0
ENSG00000170017,5482,4597,5797,8696,4487,4675,5267,7489
ENSG00000242609,0,0,0,0,0,0,0,0
ENSG00000242428,0,0,0,0,0,0,0,0
ENSG00000240423,0,0,0,0,0,0,0,0
ENSG00000144827,426,613,420,465,382,201,330,310
ENSG00000272104,0,0,0,0,0,0,0,0
ENSG00000174500,7,5,8,7,11,3,13,11
ENSG00000240572,0,0,0,0,0,0,0,0
ENSG00000114439,1139,1745,1376,1150,1550,795,1173,1345
ENSG00000242545,0,0,0,0,0,0,0,0
ENSG00000239288,0,0,0,0,0,0,0,0
ENSG00000286956,0,0,0,0,0,0,0,0
ENSG00000223738,0,0,0,0,0,0,0,0
ENSG00000163815,6,0,0,8,2,15,10,6
ENSG00000214405,0,0,0,0,0,0,0,0
ENSG00000225662,0,0,0,0,1,0,0,0
ENSG00000233919,0,0,0,0,0,0,0,0
ENSG00000168268,1305,1705,1647,1466,689,666,1200,1158
ENSG00000163412,59,18,76,64,43,37,131,90
ENSG00000163507,549,579,879,575,195,155,138,78
ENSG00000239462,3,10,2,1,13,0,3,10
ENSG00000241280,1,1,0,1,2,1,0,1
ENSG00000240107,0,0,0,0,0,0,0,0
ENSG00000241738,0,0,0,0,0,0,0,0
ENSG00000183763,67,58,107,79,49,27,24,23
ENSG00000239991,0,0,0,0,0,0,0,0
ENSG00000239828,2,0,0,0,0,0,1,2
ENSG00000287421,0,1,0,0,0,0,4,0
ENSG00000176040,0,0,1,2,1,0,1,0
ENSG00000235016,7,2,9,4,5,4,5,5
ENSG00000243014,0,0,0,0,0,0,0,0
ENSG00000240156,0,0,0,0,0,0,0,0
ENSG00000240959,0,0,0,0,0,0,0,0
ENSG00000243658,0,0,0,0,0,0,0,0
ENSG00000286854,0,0,0,0,0,0,0,0
ENSG00000239632,0,0,0,0,0,0,0,0
ENSG00000242759,66,83,41,145,44,50,34,157
ENSG00000144771,0,0,0,0,0,0,0,0
ENSG00000154165,0,0,0,0,0,0,0,0
ENSG00000226082,0,0,0,0,1,0,0,0
ENSG00000240097,0,0,0,0,0,0,0,0
ENSG00000240393,0,0,0,0,0,0,0,0
ENSG00000228980,0,0,0,0,0,0,1,0
ENSG00000241933,0,0,1,0,0,0,1,0
ENSG00000206531,0,0,0,0,0,0,0,0
ENSG00000279349,0,0,2,0,0,0,1,0
ENSG00000239799,0,0,0,0,0,0,0,0
ENSG00000249992,646,2666,1241,793,1731,565,2350,535
ENSG00000240796,0,0,0,0,0,0,0,0
ENSG00000279277,3,3,1,1,2,2,1,1
ENSG00000280417,4,2,6,2,2,5,3,0
ENSG00000241889,1,9,14,11,10,1,4,3
ENSG00000091972,1720,3270,1572,2332,2042,1203,1688,1720
ENSG00000223965,0,0,0,0,0,0,0,0
ENSG00000271856,0,0,0,0,0,0,0,0
ENSG00000240405,0,0,0,0,0,0,0,0
ENSG00000250630,0,0,0,0,0,0,0,0
ENSG00000270880,0,0,0,0,0,0,0,0
ENSG00000283544,0,0,0,0,1,0,0,0
ENSG00000213452,1,1,0,1,5,2,0,1
ENSG00000163377,0,0,0,0,0,0,0,0
ENSG00000176142,490,895,433,436,523,390,459,462
ENSG00000242841,0,0,0,0,0,0,0,0
ENSG00000276471,0,0,0,0,0,0,0,0
ENSG00000163681,794,1387,1036,950,910,539,905,765
ENSG00000163666,6,0,3,5,3,3,4,1
ENSG00000288074,2,1,1,0,1,1,1,1
ENSG00000244699,0,1,0,1,0,0,0,0
ENSG00000239455,0,0,1,0,1,1,0,0
ENSG00000244130,0,0,1,0,0,0,0,0
ENSG00000288039,0,0,0,0,0,1,0,0
ENSG00000241572,0,0,0,0,0,0,0,0
ENSG00000244513,7,9,13,10,3,6,6,11
ENSG00000145050,1149,2693,1312,1752,1540,601,1164,1656
ENSG00000241861,0,0,0,0,0,0,0,0
ENSG00000241804,0,0,0,0,0,0,0,0
ENSG00000288079,2,1,0,0,0,1,2,0
ENSG00000113845,806,1108,809,913,868,540,823,804
ENSG00000243903,0,0,0,0,0,0,0,0
ENSG00000176095,619,853,710,805,629,397,675,518
ENSG00000198919,329,250,372,338,217,163,223,188
ENSG00000244342,0,0,0,0,0,0,0,0
ENSG00000243849,0,0,0,1,0,0,0,0
ENSG00000121570,0,1,0,0,0,0,0,0
ENSG00000286602,0,1,0,1,1,1,1,1
ENSG00000243197,0,0,0,0,0,0,0,0
ENSG00000163530,0,0,0,0,0,0,0,0
ENSG00000114902,1060,1675,1092,1271,1454,713,1181,1211
ENSG00000240751,0,0,0,1,0,0,0,1
ENSG00000287131,0,0,0,0,0,0,0,0
ENSG00000243572,0,0,0,0,0,0,0,0
ENSG00000010327,2,1,8,4,2,1,2,1
ENSG00000242364,0,1,1,0,0,0,0,1
ENSG00000240568,0,0,0,0,0,0,0,0
ENSG00000243873,0,0,0,0,0,0,0,0
ENSG00000240787,0,2,0,0,1,0,0,0
ENSG00000285708,0,0,0,0,0,0,0,0
ENSG00000240236,0,0,0,0,0,0,0,0
ENSG00000173706,9070,11871,16970,15846,12152,19781,35349,25848
ENSG00000144837,1,5,7,17,32,0,5,12
ENSG00000214380,0,1,0,1,0,0,0,0
ENSG00000170837,0,0,0,0,1,0,5,12
ENSG00000280435,14,4,28,14,6,29,15,13
ENSG00000163424,0,0,0,0,0,0,0,0
ENSG00000244153,0,0,0,3,2,1,0,0
ENSG00000241163,1,0,0,0,5,0,2,0
ENSG00000250218,0,0,0,0,0,0,0,0
ENSG00000004534,751,904,816,823,504,456,594,500
ENSG00000243429,0,0,0,0,0,0,0,0
ENSG00000138483,0,0,1,0,2,1,1,0
ENSG00000242385,0,0,0,0,0,0,0,0
ENSG00000163606,0,0,0,0,0,1,4,1
ENSG00000238278,10,16,9,5,3,1,7,4
ENSG00000280382,0,0,0,0,0,0,0,0
ENSG00000283669,0,0,0,0,0,0,0,0
ENSG00000168028,5671,5044,4565,5680,2437,2519,2898,2716
ENSG00000163814,2722,8188,4904,2362,8426,2732,6403,2015
ENSG00000197385,17,8,12,16,1,9,7,5
ENSG00000232407,0,0,0,0,0,0,0,0
ENSG00000151576,298,483,422,480,422,162,251,268
ENSG00000121594,0,0,0,2,0,0,1,0
ENSG00000174738,1225,1300,1607,900,884,964,986,817
ENSG00000230274,0,0,0,0,0,0,0,0
ENSG00000261364,0,0,0,0,3,0,0,0
ENSG00000240359,0,0,0,0,0,0,0,0
ENSG00000080822,425,792,435,639,473,211,300,411
ENSG00000241316,124,105,150,109,102,78,84,60
ENSG00000242142,0,0,0,0,0,0,0,0
ENSG00000242829,0,0,0,0,0,0,0,0
ENSG00000163933,266,338,356,329,253,136,247,185
ENSG00000242214,0,0,0,0,0,0,0,0
ENSG00000240895,0,0,0,0,0,0,0,0
ENSG00000243257,0,0,0,0,0,0,0,0
ENSG00000243081,0,0,0,0,0,1,0,0
ENSG00000234617,1,3,2,3,1,0,1,4
ENSG00000273033,44,64,50,57,62,56,122,91
ENSG00000241224,0,0,0,0,0,0,0,0
ENSG00000240254,0,0,1,1,0,1,0,0
ENSG00000196578,0,0,0,0,0,0,0,0
ENSG00000189283,4,0,8,2,8,4,14,8
ENSG00000242659,2,0,0,2,2,1,2,0
ENSG00000206530,37,106,38,36,39,34,42,59
ENSG00000144746,2102,3282,1732,2600,2522,1344,2001,2036
ENSG00000242531,0,0,0,0,0,0,0,1
ENSG00000243674,0,1,0,1,1,0,0,1
ENSG00000198406,20,20,14,25,9,11,12,9
ENSG00000168306,173,145,165,200,81,149,237,155
ENSG00000287795,0,0,0,0,0,0,0,0
ENSG00000196981,124,142,113,123,77,56,74,81
ENSG00000273454,0,0,1,0,0,0,3,1
ENSG00000244196,0,0,0,0,1,0,0,0
ENSG00000288029,0,0,0,0,1,0,0,0
ENSG00000244215,0,0,0,0,0,0,0,0
ENSG00000144847,1,0,2,4,0,2,3,1
ENSG00000287784,0,0,0,0,0,0,0,0
ENSG00000153551,164,253,230,639,268,130,192,428
ENSG00000242741,0,0,0,0,0,0,1,0
ENSG00000163611,17,32,20,22,10,12,13,13
ENSG00000163513,10879,6228,6992,7772,5632,7822,8813,5266
ENSG00000286996,5,5,3,2,5,3,1,5
ENSG00000240375,0,0,1,1,0,0,0,0
ENSG00000272832,0,0,0,0,0,0,0,0
ENSG00000276763,0,2,0,0,0,0,0,0
ENSG00000275256,0,0,0,0,0,0,0,0
ENSG00000240198,0,0,0,0,0,0,0,0
ENSG00000114487,0,0,0,0,1,0,0,0
ENSG00000183813,1,2,6,1,9,1,1,2
ENSG00000224074,0,0,0,0,0,0,0,0
ENSG00000240661,9,12,8,11,9,6,8,5
ENSG00000144834,35,14,48,16,0,4,5,2
ENSG00000243945,0,0,0,0,0,0,0,0
ENSG00000246022,0,0,0,0,0,0,0,0
ENSG00000261786,47,13,80,59,13,87,35,56
ENSG00000239268,3,11,2,3,11,0,2,1
ENSG00000272610,1,0,0,0,1,0,1,1
ENSG00000234458,0,0,0,0,0,0,0,0
ENSG00000239608,0,1,0,2,0,0,0,0
ENSG00000286915,0,0,0,0,1,0,1,0
ENSG00000114446,855,471,974,623,282,412,506,397
ENSG00000285943,2,6,1,0,0,1,1,2
ENSG00000185565,3,51,37,49,63,17,44,21
ENSG00000163689,63,44,86,53,44,30,15,11
ENSG00000239921,0,0,0,0,0,0,0,0
ENSG00000121552,140,12,125,32,85,594,191,66
ENSG00000242052,0,0,0,0,0,0,0,0
ENSG00000242836,0,0,0,0,0,0,0,0
ENSG00000288022,5,3,29,6,11,21,51,12
ENSG00000239432,0,0,0,0,0,0,0,0
ENSG00000270782,0,0,0,0,0,0,0,0
ENSG00000251610,0,0,0,0,0,0,0,0
ENSG00000236138,0,3,2,0,1,1,0,0
ENSG00000286919,0,0,0,0,0,0,0,0
ENSG00000114520,347,479,360,385,263,196,316,226
ENSG00000121578,958,1149,1172,871,906,1211,1256,1205
ENSG00000272967,0,0,0,0,0,0,0,0
ENSG00000114455,0,0,0,0,0,0,2,0
ENSG00000163870,278,491,347,433,357,249,294,344
ENSG00000183662,1,0,0,0,1,0,0,0
ENSG00000186265,0,2,0,0,0,1,1,1
ENSG00000114904,233,355,331,232,222,122,197,126
ENSG00000287232,0,0,1,0,1,3,3,3
ENSG00000286492,0,0,0,3,0,1,0,0
ENSG00000180353,95,182,30,115,906,5,263,72
ENSG00000228112,0,0,0,0,0,0,0,0
ENSG00000172139,0,4,1,23,4,0,0,21
ENSG00000244722,0,1,0,0,0,0,0,0
ENSG00000285738,0,0,0,0,0,0,0,0
ENSG00000214283,0,0,0,0,0,0,0,0
ENSG00000239350,0,0,0,0,0,0,0,0
ENSG00000144848,925,930,1044,1039,795,480,665,533
ENSG00000214552,2,5,1,2,5,2,2,4
ENSG00000169087,53,64,66,57,50,33,68,21
ENSG00000259956,986,1237,1311,1197,874,613,938,599
ENSG00000228963,0,0,0,0,0,0,0,0
ENSG00000114638,2,9,16,11,5,2,18,64
ENSG00000241478,5,6,1,2,5,1,2,1
ENSG00000170142,287,717,373,374,517,202,376,331
ENSG00000242029,0,0,0,0,0,0,0,0
ENSG00000240774,1,0,0,0,0,0,0,0
ENSG00000286781,0,0,6,1,2,0,2,0
ENSG00000242880,1,3,4,1,1,0,1,7
ENSG00000240057,3,17,9,10,9,5,8,21
ENSG00000239445,5,17,10,37,11,0,6,24
ENSG00000163519,0,0,0,0,0,0,0,0
ENSG00000241596,0,0,0,0,0,0,0,0
ENSG00000272662,1,0,1,0,0,0,0,1
ENSG00000239314,0,0,0,0,0,0,0,0
ENSG00000114784,458,521,479,372,487,311,359,347
ENSG00000177494,2,23,2,25,2,2,1,18
ENSG00000163607,202,175,189,181,74,82,166,131
ENSG00000239311,0,0,0,0,0,0,0,0
ENSG00000273461,0,0,0,0,0,0,0,0
ENSG00000214324,0,0,0,0,0,0,0,0
ENSG00000114030,933,860,1059,966,802,652,935,669
ENSG00000243701,82,100,103,139,104,49,74,94
ENSG00000286967,0,0,0,0,0,0,0,0
ENSG00000160124,133,198,167,127,111,68,81,99
ENSG00000242109,0,0,0,0,0,0,0,0
ENSG00000228252,0,0,1,0,0,0,0,0
ENSG00000163605,734,1384,842,968,995,429,640,774
ENSG00000244441,0,0,0,0,0,0,1,0
ENSG00000243483,0,0,0,0,0,0,0,0
ENSG00000014257,4,32,19,5,32,1,13,1
ENSG00000001617,99,155,30,233,130,60,53,93
ENSG00000215034,0,0,0,0,0,0,0,0
ENSG00000240175,0,0,0,0,0,0,0,0
ENSG00000239439,0,0,0,0,0,0,0,0
ENSG00000239280,0,1,2,0,0,0,0,0
ENSG00000242983,0,0,0,0,0,0,0,0
ENSG00000214381,0,0,0,0,3,0,0,0
ENSG00000242070,0,0,1,1,0,0,0,0
ENSG00000179799,0,0,0,0,0,0,0,0
ENSG00000241155,1,3,2,1,2,2,0,0
ENSG00000240562,0,0,0,0,0,0,0,0
ENSG00000243276,0,0,0,0,0,0,0,0
ENSG00000239454,0,0,0,0,0,0,0,0
ENSG00000188338,0,1,0,0,0,0,0,1
ENSG00000236722,0,0,0,0,0,0,0,0
ENSG00000170819,0,0,0,0,0,0,0,0
ENSG00000251012,0,0,0,0,0,0,0,0
ENSG00000144824,1433,1699,1188,2222,1268,1138,950,1936
ENSG00000285836,1,0,1,0,0,0,0,0
ENSG00000242308,0,1,0,0,0,0,1,0
ENSG00000241219,0,0,0,0,0,0,0,0
ENSG00000250012,0,1,2,1,2,1,0,1
ENSG00000248468,1,1,0,5,0,1,1,1
ENSG00000244640,0,0,0,0,0,0,0,0
ENSG00000241257,0,0,0,0,0,0,0,0
ENSG00000158186,637,1155,959,1132,1336,502,1188,1254
ENSG00000198643,0,0,0,0,0,0,0,0
ENSG00000172888,549,619,586,494,500,314,454,349
ENSG00000114125,460,692,445,595,476,245,468,541
ENSG00000273394,0,0,1,0,0,0,0,0
ENSG00000273291,0,0,0,0,0,1,0,0
ENSG00000144909,293,423,397,426,318,212,306,263
ENSG00000174579,225,267,330,230,164,154,145,141
ENSG00000189196,0,0,0,0,0,0,1,0
ENSG00000242525,0,0,0,0,0,0,0,0
ENSG00000224085,0,0,1,0,0,0,0,0
ENSG00000065485,685,1020,858,861,786,699,1252,1224
ENSG00000174564,169,3,61,18,11,214,69,20
ENSG00000138459,707,878,651,759,593,533,573,574
ENSG00000249869,0,0,0,0,0,0,0,0
ENSG00000285600,2,1,0,1,1,0,0,1
ENSG00000145103,0,0,0,0,0,0,0,0
ENSG00000251011,0,2,0,1,2,0,0,0
ENSG00000261734,0,0,0,0,0,0,0,0
ENSG00000271249,0,0,0,0,0,0,0,0
ENSG00000231395,0,0,0,0,0,1,0,1
ENSG00000158220,53,7,44,16,9,166,74,26
ENSG00000250934,0,1,0,0,0,0,0,0
ENSG00000118007,842,861,911,785,475,407,445,349
ENSG00000214280,0,0,0,0,0,0,0,0
ENSG00000229048,0,0,0,0,0,1,0,0
ENSG00000114631,29,73,46,57,84,45,97,101
ENSG00000114573,988,2214,1198,1721,2347,861,1925,1654
ENSG00000241777,0,0,0,0,0,0,0,0
ENSG00000230655,0,0,0,0,0,0,0,0
ENSG00000239677,1,0,0,0,0,0,0,1
ENSG00000241695,0,0,0,0,0,0,0,0
ENSG00000155903,427,734,439,601,562,382,509,488
ENSG00000250983,0,0,0,0,0,1,0,1
ENSG00000228398,0,0,0,0,0,0,0,0
ENSG00000158234,200,158,171,137,110,88,96,95
ENSG00000206527,714,987,1053,936,522,483,738,864
ENSG00000244144,0,0,0,0,0,0,0,0
ENSG00000242242,2,2,5,1,11,0,2,3
ENSG00000286396,0,1,1,0,0,0,0,1
ENSG00000272678,0,0,0,0,0,0,0,0
ENSG00000244720,0,0,0,0,0,0,0,0
ENSG00000163421,0,0,0,0,0,0,0,0
ENSG00000242968,0,0,0,0,0,0,0,0
ENSG00000240888,0,0,0,0,0,0,0,0
